anomaly_id,gid,anomaly_type,feature,value,reference,ratio,counterparty_gid,description
A00001,100000000031787100,split_pair,n_tx_window,3.00000000,0.00000000,,100000000267734100,Похожие суммы в коротком окне; дробление ниже 5 000 ₸ в данных не видно.
A00002,100000000274067100,depth_outlier,out_kzt,2969000.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00003,100000000291906100,split_pair,n_tx_window,3.00000000,0.08713254,,100000000291908100,Похожие суммы в коротком окне; дробление ниже 5 000 ₸ в данных не видно.
A00004,100000000331309100,depth_outlier,out_deg,99.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00005,100000000331309100,depth_outlier,out_kzt,23001375.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00006,100000000331309100,depth_outlier,out_tx,126.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00007,100000000331309100,split_pair,n_tx_window,3.00000000,0.11440447,,100000001330685100,Похожие суммы в коротком окне; дробление ниже 5 000 ₸ в данных не видно.
A00008,100000000332284100,depth_outlier,in_deg,10.00000000,1.00000000,10.00000000,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00009,100000000413678100,split_pair,n_tx_window,3.00000000,0.01428499,,100000003985389100,Похожие суммы в коротком окне; дробление ниже 5 000 ₸ в данных не видно.
A00010,100000000437046100,depth_outlier,in_deg,9.00000000,1.00000000,9.00000000,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00011,100000000437046100,depth_outlier,in_tx,20.00000000,1.00000000,20.00000000,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00012,100000000437046100,depth_outlier,out_deg,42.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00013,100000000437046100,depth_outlier,out_kzt,7606224.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00014,100000000437046100,depth_outlier,out_tx,73.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00015,100000000437046100,split_pair,n_tx_window,3.00000000,0.06148755,,100000007055802100,Похожие суммы в коротком окне; дробление ниже 5 000 ₸ в данных не видно.
A00016,100000000552584100,depth_outlier,in_kzt,2500000.00000000,49650.00000000,50.35246727,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00017,100000000594783100,depth_outlier,in_kzt,2635000.00000000,49650.00000000,53.07150050,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00018,100000000594783100,depth_outlier,in_tx,10.00000000,1.00000000,10.00000000,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00019,100000000607941100,split_pair,n_tx_window,3.00000000,0.00000000,,100000003406094100,Похожие суммы в коротком окне; дробление ниже 5 000 ₸ в данных не видно.
A00020,100000000673868100,depth_outlier,in_kzt,2030650.00000000,49650.00000000,40.89929507,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00021,100000001053894100,depth_outlier,in_kzt,2000000.00000000,33500.00000000,59.70149254,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00022,100000001131403100,depth_outlier,in_kzt,1570000.00000000,33500.00000000,46.86567164,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00023,100000001162560100,depth_outlier,out_kzt,2904398.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00024,100000001282143100,depth_outlier,in_deg,5.00000000,1.00000000,5.00000000,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00025,100000001282143100,depth_outlier,in_kzt,1700000.00000000,49650.00000000,34.23967774,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00026,100000001303311100,depth_outlier,in_deg,5.00000000,1.00000000,5.00000000,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00027,100000001330685100,depth_outlier,in_kzt,2435923.00000000,65000.00000000,37.47573846,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00028,100000001445848100,depth_outlier,in_tx,13.00000000,1.00000000,13.00000000,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00029,100000001697501100,depth_outlier,out_deg,38.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00030,100000001697501100,depth_outlier,out_tx,55.00000000,0.00000000,,,Выше сверстников по колену и глобального порога; при нулевой медиане отношение не определено.
A00031,100000001893287100,split_pair,n_tx_window,5.00000000,0.00000000,,100000004698193100,Похожие суммы в коротком окне; дробление ниже 5 000 ₸ в данных не видно.
A00032,100000001937767100,split_pair,n_tx_window,3.00000000,0.14142136,,100000002605308100,Похожие суммы в коротком окне; дробление ниже 5 000 ₸ в данных не видно.
