cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,277,1,31227334.24,100000005910114100;100000000437046100;100000008477350100;100000004400305100;100000002398779100,"Смешанная структура: consolidator=9, distributor=3, transit=11, terminal=8, coordinator=9, peripheral=237; требуется ручной разбор"
1,270,1,10178044.00,100000002578405100;100000001697501100;100000008493007100;100000002527114100;100000002733905100,Признаки веерного распределения от 100000002578405100 на 116 получателей
2,158,1,32434270.59,100000008489922100;100000008547948100;100000008710791100;100000008547844100;100000008517538100,Признаки веерного распределения от 100000008489922100 на 36 получателей
3,146,3,19519090.00,100000008165763100;100000008304139100;100000004847758100;100000005830339100;100000003249054100,Признаки сбора средств от 3 seed с концентрацией у 100000008165763100
4,127,7,18414962.28,100000006518161100;100000001530983100;100000004707703100;100000008636603100;100000004188160100,Признаки сбора средств от 7 seed с концентрацией у 100000008636603100
5,126,0,24907250.33,100000000331309100;100000000332284100;100000008560717100;100000003741418100;100000006734214100,Фрагмент без seed на 1-м колене; назначение не определено
6,106,0,11794744.00,100000008603629100;100000001857829100;100000000661912100;100000003880331100;100000002723538100,Фрагмент без seed на 1-м колене; назначение не определено
7,61,0,4350466.67,100000005704413100;100000005578559100;100000004569484100;100000008104567100;100000005473151100,Фрагмент без seed на 1-м колене; назначение не определено
8,61,3,8902320.00,100000004015047100;100000008748408100;100000006788200100;100000002870463100;100000003111305100,Признаки сбора средств от 3 seed с концентрацией у 100000004015047100
9,60,0,15020787.00,100000005242320100;100000008512827100;100000005514161100;100000001282143100;100000002956769100,Признаки веерного распределения от 100000005242320100 на 21 получателей
10,56,1,10014014.02,100000005782781100;100000002921047100;100000002894076100;100000005778283100;100000003158727100,"Смешанная структура: consolidator=1, distributor=1, transit=2, terminal=7, peripheral=45; требуется ручной разбор"
11,54,1,6244622.00,100000003115284100;100000008730846100;100000007998965100;100000003809101100;100000000343175100,Признаки веерного распределения от 100000000343175100 на 31 получателей
12,53,1,2993313.00,100000003265158100;100000001899164100;100000004662806100;100000004420041100;100000008443341100,"Смешанная структура: distributor=1, transit=3, peripheral=49; требуется ручной разбор"
13,52,5,4171441.00,100000008346837100;100000005074393100;100000000489417100;100000008733194100;100000008003034100,Признаки сбора средств от 5 seed с концентрацией у 100000008346837100
14,44,0,10215968.84,100000005933757100;100000002963189100;100000004159526100;100000001937767100;100000001073568100,Фрагмент без seed на 1-м колене; назначение не определено
15,41,3,4888834.28,100000004156082100;100000005339662100;100000004820260100;100000008188026100;100000001987030100,"Смешанная структура: distributor=1, transit=3, terminal=2, peripheral=35; требуется ручной разбор"
16,41,0,5151924.19,100000003242289100;100000008413748100;100000008512552100;100000006225798100;100000003178549100,Признаки веерного распределения от 100000003242289100 на 23 получателей
17,30,1,6513430.00,100000007594394100;100000003854444100;100000008546855100;100000006274203100;100000005661829100,"Смешанная структура: consolidator=2, distributor=1, transit=2, terminal=2, peripheral=23; требуется ручной разбор"
18,29,0,446070.00,100000008460102100;100000001164648100;100000004891562100;100000002706810100;100000008715513100,Признаки веерного распределения от 100000008460102100 на 31 получателей
19,26,14,2289450.00,100000004403675100;100000005382566100;100000003823811100;100000008254069100;100000004744306100,Признаки сбора средств от 14 seed с концентрацией у 100000004403675100
20,25,0,5089597.00,100000006977207100;100000005527892100;100000008343874100;100000002459832100;100000002936322100,Признаки веерного распределения от 100000006977207100 на 15 получателей
21,25,0,7556605.00,100000008743913100;100000008710843100;100000002748532100;100000001303311100;100000007229557100,Фрагмент без seed на 2-м колене; назначение не определено
22,20,0,617900.00,100000002448088100;100000000723383100;100000001427082100;100000003154105100;100000002185328100,Фрагмент без seed на 2-м колене; назначение не определено
23,18,0,3422800.00,100000003701161100;100000008137435100;100000002267998100;100000003718221100;100000003104347100,Фрагмент без seed на 1-м колене; назначение не определено
24,17,1,21586840.00,100000002224132100;100000004603109100;100000001965374100;100000005664922100;100000003835149100,"Смешанная структура: consolidator=1, terminal=1, peripheral=15; требуется ручной разбор"
25,17,1,2977887.00,100000004160650100;100000002731501100;100000004005964100;100000001330595100;100000003616818100,Признаки веерного распределения от 100000004160650100 на 10 получателей
26,15,0,850450.00,100000005505655100;100000002472632100;100000001526235100;100000002984403100;100000000860514100,Фрагмент без seed на 1-м колене; назначение не определено
27,15,0,3626010.00,100000008461532100;100000006704530100;100000000791285100;100000003122817100;100000003470579100,Фрагмент без seed на 2-м колене; назначение не определено
28,14,0,1605604.00,100000007382543100;100000008213966100;100000000838385100;100000003001661100;100000008655779100,Фрагмент без seed на 2-м колене; назначение не определено
29,13,1,1392916.00,100000003164661100;100000005077484100;100000001380054100;100000000703894100;100000001782980100,"Изолированный фрагмент из 13 узлов, связь с основной сетью не наблюдается"
